name,salary_from,salary_to,salary_currency,area_name,published_at
Разработчик С++ Middle,180000,400000,RUR,Москва,2022-12-20T19:59:06+0300
"Помощник оператора автоматической линии поверхностного монтажа (SMD, СМД)",45000,50000,RUR,Москва,2022-12-20T19:20:37+0300
JavaScript developer,,220000,RUR,Санкт-Петербург,2022-12-20T19:20:11+0300
Технический писатель,100000,130000,RUR,Москва,2022-12-20T19:00:55+0300
Менеджер по продукту,60000,,RUR,Воронеж,2022-12-20T19:21:22+0300
Программист-разработчик (frontend),150000,,RUR,Ярославль,2022-12-20T19:17:03+0300
Монтажник слаботочных систем,91200,,RUR,Санкт-Петербург,2022-12-20T19:10:54+0300
Инженер по гарантии (Богатырский пр.),80000,,RUR,Санкт-Петербург,2022-12-20T19:34:09+0300
Техник по обслуживанию слаботочных систем,57000,75000,RUR,Казань,2022-12-20T19:05:46+0300
Ведущий back-end разработчик (Node JS),240000,320000,RUR,Москва,2022-12-20T19:00:53+0300
"Специалист по клиентскому сервису (м. Полежаевская, ""ТЦ Хорошо!"")",40000,49000,RUR,Москва,2022-12-20T19:03:36+0300
3D-дизайнер,80000,120000,RUR,Москва,2022-12-20T19:34:11+0300
Программист 1С,65000,,RUR,Кемерово,2022-12-20T19:49:15+0300
Сервис-инженер по медицинскому оборудованию ИФА,70000,75000,RUR,Санкт-Петербург,2022-12-20T19:10:50+0300
Менеджер по продукту,60000,,RUR,Нижний Новгород,2022-12-20T19:20:53+0300
Технический писатель (IT Компания с государственными проектами),100000,,RUR,Москва,2022-12-20T19:30:19+0300
Сервисный инженер по ремонту и обслуживанию почтоматов,50000,,RUR,Нахабино,2022-12-20T19:20:37+0300
Инженер-программист,90000,110000,RUR,Санкт-Петербург,2022-12-20T19:10:35+0300
Сервисный инженер ОПС,60000,100000,RUR,Иваново (Ивановская область),2022-12-20T19:33:23+0300
Техник ОПС,60000,,RUR,Челябинск,2022-12-20T19:07:34+0300
Сервисный специалист (м. Алексеевская),43000,50000,RUR,Москва,2022-12-20T19:03:33+0300
Специалист технической поддержки,30000,45000,RUR,Екатеринбург,2022-12-20T19:26:30+0300
"Системный аналитик, удаленно",150000,,RUR,Москва,2022-12-20T19:44:53+0300
Менеджер по продукту,60000,,RUR,Рязань,2022-12-20T19:20:19+0300
Разработчик 1С,140000,,RUR,Севастополь,2022-12-20T19:22:17+0300
Специалист 1С,55000,,RUR,Челябинск,2022-12-20T19:39:25+0300
Программист встраиваемых систем,100000,,RUR,Москва,2022-12-20T19:21:30+0300
Сервисный инженер,35000,,RUR,Самара,2022-12-20T19:39:24+0300
Монтажник слаботочных систем,91200,,RUR,Новоселье (Ленинградская область),2022-12-20T19:09:19+0300
Программист-разработчик игр (Senior),4000,8000,USD,Санкт-Петербург,2022-12-20T19:30:05+0300
Распиловщик-сборщик мягкой мебели (м.Щелковская),50000,80000,RUR,Москва,2022-12-20T19:46:31+0300
Аналитик трафика/Анти-фрод,60000,,RUR,Санкт-Петербург,2022-12-20T19:13:22+0300
Инженер по гарантии,60000,,RUR,Нижний Новгород,2022-12-20T19:02:57+0300
Оператор станка с ЧПУ,45000,,RUR,Владимир,2022-12-20T19:19:59+0300
Механик-наладчик производственного оборудования,60000,65000,RUR,Санкт-Петербург,2022-12-20T19:31:35+0300
Инженер-механик,33000,65000,RUR,Брянск,2022-12-20T19:34:07+0300
Станочник деревообрабатывающих станков (корпусная мебель),35000,42000,RUR,Ульяновск,2022-12-20T19:13:01+0300
Системный администратор,,100000,RUR,Санкт-Петербург,2022-12-20T19:22:17+0300
Сервисный инженер по ремонту и обслуживанию почтоматов,50000,,RUR,Подольск (Московская область),2022-12-20T19:20:37+0300
Администратор БД Oracle,100000,,RUR,Москва,2022-12-20T19:50:07+0300
PHP Developer (Junior/Middle),80000,150000,RUR,Санкт-Петербург,2022-12-20T19:50:09+0300
"Low-code разработчик (продуктовая ИТ-компания, удалённо)",50000,80000,RUR,Санкт-Петербург,2022-12-20T19:01:59+0300
Оператор-наладчик фрезерного станка с ЧПУ,60000,,RUR,Гатчина,2022-12-20T19:50:35+0300
Менеджер проектов,80000,100000,RUR,Москва,2022-12-20T19:20:37+0300
Программист-разработчик игр (Middle),2000,4000,USD,Санкт-Петербург,2022-12-20T19:29:40+0300
Ведущий сервис-инженер по медицинскому оборудованию (ИХЛА),75000,85000,RUR,Санкт-Петербург,2022-12-20T19:10:53+0300
Программист микропроцессоров / микроконтроллеров,100000,,RUR,Москва,2022-12-20T19:21:18+0300
Менеджер-дизайнер корпусной мебели/менеджер проектов,100000,,RUR,Казань,2022-12-20T19:49:35+0300
Оператор станков с ЧПУ,50200,,RUR,Санкт-Петербург,2022-12-20T19:59:52+0300
Технический писатель,80000,,RUR,Москва,2022-12-20T19:13:46+0300
Программист 1С (в 1С:Франчайзи в офис на полный рабочий день),1500,2000,BYR,Витебск,2022-12-20T19:31:17+0300
Администратор БД MS SQL,100000,,RUR,Москва,2022-12-20T19:50:06+0300
Ruby разработчик (middle),,3000,EUR,Москва,2022-12-20T19:23:39+0300
Администратор БД Postgres,100000,,RUR,Москва,2022-12-20T19:50:07+0300
Дизайнер женской одежды бренд CALISTA,100000,,RUR,Москва,2022-12-20T19:18:41+0300
"Оператор автоматической линии поверхностного монтажа (SMD, СМД) электронных компонентов",58000,65000,RUR,Москва,2022-12-20T19:46:31+0300
Программист С++ Senior,400000,700000,RUR,Армения,2022-12-20T19:59:06+0300
Разработчик 1С,140000,,RUR,Новосибирск,2022-12-20T19:22:17+0300
Мастер по ремонту оборудования (выездной) с графиком работы 2/2,40000,60000,RUR,Санкт-Петербург,2022-12-20T19:30:06+0300
Key Account Manager (с опытом Аналитика 1С/SAP),,170000,RUR,Санкт-Петербург,2022-12-20T19:21:51+0300
Менеджер проекта,80000,200000,RUR,Москва,2022-12-20T19:28:19+0300
Разработчик 1С,140000,,RUR,Симферополь,2022-12-20T19:22:17+0300
Разработчик 1С,140000,,RUR,Санкт-Петербург,2022-12-20T19:22:18+0300
"Бизнес-аналитик (ИТ-компания, bpm-система, удаленно)",,120000,RUR,Казань,2022-12-20T19:01:51+0300
Специалист по информационной безопасности / Менеджер по развитию бизнеса,100000,,RUR,Москва,2022-12-20T19:21:42+0300
Программист 1C,160000,,RUR,Санкт-Петербург,2022-12-20T19:02:54+0300
Разработчик 1С,140000,,RUR,Челябинск,2022-12-20T19:22:17+0300
Middle+/Senior Разработчик Java приложений на базе ОС Android,120000,,RUR,Москва,2022-12-20T19:08:26+0300
Разработчик 1С,140000,,RUR,Казань,2022-12-20T19:22:17+0300
Разработчик 1С middle (Саранск),50000,100000,RUR,Саранск,2022-12-20T19:08:25+0300
Разработчик 1С,140000,,RUR,Екатеринбург,2022-12-20T19:22:17+0300
Системный аналитик (Senior),,250000,RUR,Москва,2022-12-20T19:04:17+0300
Специалист по работе с карточками товаров на маркетплейсах,22000,26000,RUR,Самара,2022-12-20T20:21:07+0300
Копирайтер/редактор/корректор,40000,,RUR,Москва,2022-12-20T20:15:40+0300
Администратор фото-копировального центра,1000,1600,BYR,Минск,2022-12-20T20:12:39+0300
"Python-разработчик (Django, DRF)",60000,220000,RUR,Москва,2022-12-20T20:09:12+0300
Программист 1с,30000,70000,RUR,Пенза,2022-12-20T20:15:40+0300
Python разработчик (Pyppeteer),1500,2000,USD,Москва,2022-12-20T20:33:28+0300
Менеджер проекта,60000,100000,RUR,Томск,2022-12-20T20:52:21+0300
"Тестировщик/QA-инженер (web, mobile)",50000,70000,RUR,Москва,2022-12-20T20:42:51+0300
Golang разработчик (дистанционно),150000,,RUR,Тула,2022-12-20T20:15:33+0300
Аналитик-стажер сопровождения корпоративных информационных систем,40000,,RUR,Санкт-Петербург,2022-12-20T20:51:17+0300
Senior C/C++ Engineer (switch to Julia),6000,,USD,Санкт-Петербург,2022-12-20T20:27:36+0300
Графический дизайнер,70000,110000,RUR,Санкт-Петербург,2022-12-20T20:55:30+0300
Аналитик,55000,,RUR,Санкт-Петербург,2022-12-20T20:50:37+0300
Бизнес-аналитик (консалтинг),60000,,RUR,Санкт-Петербург,2022-12-20T20:45:44+0300
Менеджер службы сервисной поддержки,,100000,RUR,Москва,2022-12-20T20:44:19+0300
Консультант 1С,,130000,RUR,Москва,2022-12-20T20:21:48+0300
Web-разработчик сайтов – программист BITRIX PHP,130000,180000,RUR,Москва,2022-12-20T20:18:25+0300
Исследовательский менеджер / Социолог-аналитик,58775,94040,RUR,Новосибирск,2022-12-20T20:21:53+0300
Инженер по ремонту и обслуживанию объекта,50000,,RUR,Томск,2022-12-20T20:50:34+0300
